track_name,artists,Rank,Year,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
savin' me,nickelback,45,2006,4Gd9PUEuOTOJtbgd4YxLXM,All the Right Reasons,70,219320,False,0.441,0.815,3,-4.088,1,0.0276,0.000731,0.0,0.414,0.522,164.007,4,grunge
say,john mayer,49,2008,6wZI4mdT8JwXgkGURnBQiq,Say,61,230213,False,0.485,0.723,10,-6.565,1,0.0317,0.541,1.12e-06,0.075,0.541,167.845,4,singer-songwriter
say it right,nelly furtado,48,2007,2aI21FnmY7TJVKeMaoQZ0t,Loose,79,223080,False,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,4,latin
say so,doja cat,41,2020,3Dv1eDb0MEgF93GpLXlucZ,Hot Pink,79,237893,True,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4,dance
say you won't let go,james arthur,25,2017,5uCax9HTNlzGybIStD3vDh,Back from the Edge,85,211466,False,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,4,pop
scars to your beautiful,alessia cara,25,2017,42ydLwx4i5V49RXHOozJZq,Know-It-All (Deluxe),74,230226,False,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,4,dance
schism,tool,10,2019,55mJleti2WfWEFNFcBduhc,Lateralus,70,403533,False,0.567,0.714,9,-8.512,0,0.0302,0.0012,0.417,0.186,0.191,107.441,3,alt-rock
second chance,shinedown,50,2009,0CwYG1UnRmOx8Q1EzElCIL,The Sound of Madness,69,222066,False,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011,4,grunge
secrets,onerepublic,43,2011,1NhPKVLsHhFUHIOZ32QnS2,Waking Up,76,224693,False,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,4,piano
send my love (to your new lover),adele,42,2016,563SfWAHJs4FBZMkRN0IFN,25,72,223078,False,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48e-06,0.172,0.567,164.069,4,british
sensual seduction,snoop dogg,44,2008,7ztnHRxtI7ZoozdxdBXXtf,Hip Hop: The Collection 2008,45,245746,False,0.762,0.774,11,-5.586,1,0.0805,0.00304,0.000126,0.0674,0.474,120.201,4,funk
separate ways (worlds apart),journey,35,2022,4ECNtOnqzxutZkXP4TE3n3,Frontiers,74,323706,False,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,4,hard-rock
set fire to the rain,adele,45,2012,3di5hcvxxciiqwMH1jarhY,21,80,242973,False,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,4,british
shadow of the day,linkin park,45,2008,4Sxx1wd4nnB8ob8Zsujwrs,Minutes to Midnight,52,290360,False,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,4,alternative
shake it,metro station,42,2009,5619Ojc6t9evEEs3B7Drhe,Metro Station,69,179946,False,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,4,punk
shape of you,ed sheeran,40,2021,7qiZfU4dY1lWllzX7mPBI3,÷ (Deluxe),86,233712,False,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4,pop
she had me at heads carolina,cole swindell,40,2023,72kjJq1k5ki32RBxu1TF3j,Country Car Hits,2,206106,False,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,4,country
she is love,parachute,47,2009,2Dz5WpEWA0vhnMmEPYiZ2y,Losing Sleep,60,146066,False,0.629,0.174,6,-9.697,1,0.141,0.616,0.0,0.118,0.305,134.295,1,acoustic
she used to be mine,sara bareilles,40,2022,2D4BSm5Z8Hq5zYbSgJwEOh,What's Inside: Songs from Waitress,67,250266,False,0.397,0.303,5,-7.508,1,0.0435,0.381,0.0,0.101,0.172,81.05,4,acoustic
she's a rainbow,the rolling stones,38,2021,6KOtheMY0KN4s9TrQHr9It,She's A Rainbow / Dandelion / We Love You,67,253720,False,0.464,0.824,10,-7.359,1,0.0374,0.467,0.018,0.33,0.539,109.298,4,british
she's so mean,matchbox twenty,50,2012,2toY6JyyfKy9TwNk3Ou2XG,North (Deluxe Edition),61,232320,False,0.672,0.875,0,-3.728,1,0.0378,0.0136,0.0,0.279,0.676,118.014,4,grunge
shine,collective soul,29,2023,77YKoNCjP5hWqiXMRG2839,"Hints, Allegations & Things Left Unsaid",70,306040,False,0.543,0.423,6,-8.797,1,0.0282,0.295,0.0862,0.152,0.355,150.132,4,grunge
shivers,ed sheeran,32,2022,1euRAecw6xEwkt6lPXMbFP,Today's Party Hits,0,207853,False,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,4,pop
shot in the dark,ac/dc,5,2020,0sfdiwck2xr4PteGOdyOfz,POWER UP,63,185133,False,0.599,0.787,2,-4.708,1,0.0338,2.07e-05,5.27e-05,0.064,0.822,114.065,4,hard-rock
shot in the dark,ozzy osbourne,23,2025,31dqpLUModJWNbxrXu6TWd,The Ultimate Sin,65,256293,False,0.581,0.791,6,-7.262,1,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,3,hard-rock
shower,becky g,47,2014,3DmW6y7wTEYHJZlLo1r6XJ,Shower,78,206166,False,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4,dance
shut down,blackpink,11,2022,6tCd8bPvYnceDG7W9M1RMk,BORN PINK,87,175889,False,0.813,0.657,0,-6.447,1,0.0372,0.00269,0.0,0.183,0.651,110.053,3,k-pop
shut up and dance,walk the moon,45,2016,4kbj5MwxO1bq9wjT5g9HaA,TALKING IS HARD,83,199080,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,alt-rock
sick boy,the chainsmokers,33,2018,58kZ9spgxmlEznXGu6FPdQ,Sick Boy,69,193200,False,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,4,edm
sicko mode,travis scott,35,2020,2xLMifQCjDGFmkHkpNLD9h,ASTROWORLD,83,312820,True,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,hip-hop
silly love songs,glee cast,24,2011,2JzWtF26a8dySdtK2iNIf8,Glee The 3D Concert Movie (Motion Picture Soundtrack),16,153493,False,0.508,0.752,0,-8.823,1,0.0521,0.435,0.0,0.939,0.381,124.949,4,club
simple,florida georgia line,45,2018,4L9Ds4mpD3SuYoWwFUlv16,Can't Say I Ain't Country,73,185200,False,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,4,country
simple man,lynyrd skynyrd,46,2022,1ju7EsSGvRybSNEsRvc7qY,Pronounced' Leh-'Nerd 'Skin-'Nerd,74,356626,False,0.422,0.752,6,-8.682,1,0.0449,0.0366,0.000119,0.129,0.403,120.471,4,blues
single saturday night,cole swindell,20,2021,0dA9bpWJw0yejIthqosxKb,Single Saturday Night - Country Songs,0,189960,False,0.634,0.786,7,-5.093,1,0.0411,0.129,0.0,0.182,0.653,82.003,4,country
singles you up,jordan davis,48,2018,1nSYUQngGS5foiagiilbYU,Mientras hago aromaterapia,0,182693,False,0.634,0.903,7,-3.588,1,0.0323,0.0465,0.0,0.255,0.559,100.083,4,country
singularity,bts,44,2021,2ApfJvLr7RbhJl6NOVhEu6,Love Yourself 結 'Answer',63,196998,False,0.775,0.272,1,-9.126,0,0.091,0.56,0.00278,0.112,0.198,103.991,3,k-pop
sirens,pearl jam,29,2013,1cAMXz9mnvrqyQLSG4KeeE,Lightning Bolt,63,340320,False,0.523,0.847,3,-5.888,1,0.028,0.00309,1.21e-05,0.146,0.475,155.032,4,grunge
skyfall,adele,35,2021,6VObnIkLVruX4UVyxWhlqm,Skyfall,78,286480,False,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,4,british
slow down summer,thomas rhett,46,2021,16LAkUOZbmqdHgicUsHY1S,Sad Country Songs,8,216764,False,0.464,0.755,4,-5.707,1,0.0354,0.00838,0.0,0.0989,0.449,155.973,4,country
smells like teen spirit,nirvana,13,2022,4CeeEOM32jQcH3eN9Q2dGj,Nevermind (Remastered),83,301920,False,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,4,alt-rock
snowman,sia,15,2024,3IPpVTudk50Hj4VThfdzBP,Merry Christmas,3,165906,False,0.716,0.511,1,-6.257,1,0.0332,0.483,0.0,0.0928,0.324,104.964,3,dance
so good,halsey,14,2022,6kxaaIeowajN7w21PfMLbu,So Good,77,176058,False,0.576,0.627,3,-4.649,0,0.0449,0.0385,0.0,0.181,0.311,164.998,4,dance
so sick,ne-yo,35,2006,2yLNRRuTwuuv6v6IU3uXyu,OO's Music Grandi Successi,3,207186,False,0.679,0.682,6,-5.837,1,0.261,0.265,0.0,0.287,0.59,94.971,4,dance
so will i,ben platt,47,2020,35hWvR2SVsWwzScQ4UEMED,Sing To Me Instead (Deluxe),45,251424,False,0.4,0.354,5,-8.69,1,0.04,0.785,1.17e-06,0.147,0.173,84.438,4,show-tunes
sober,tool,32,2019,6DyywdbmTzlmXBzG9ym7Rt,Undertow,68,306853,True,0.385,0.673,2,-8.182,1,0.0329,0.000183,0.149,0.0721,0.187,149.271,4,metal
somebody like that,tenille arts,38,2020,3hboOw4dS0aXGuP0fyyvbC,"Love, Heartbreak, & Everything in Between",72,198208,False,0.574,0.798,6,-5.356,1,0.0485,0.0152,0.0,0.111,0.58,105.034,4,country
somebody to love,onerepublic,6,2019,0yc37FvbXRwwFaQxzpxbsd,Somebody To Love,56,181408,False,0.401,0.503,2,-8.084,1,0.0437,0.0158,0.0,0.134,0.236,118.491,4,piano
somebody told me,the killers,50,2005,6ehaWPjsNSf5HWOXTEFSUi,Rock Workout 2023,0,200946,False,0.508,0.981,10,-3.23,0,0.0779,8.22e-05,0.000449,0.0555,0.746,138.011,4,alt-rock
someone like you,adele,49,2021,3bNv3VuUOKgrf5hu3YcuRo,21,81,285240,False,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,4,british
someone you loved,lewis capaldi,41,2023,7qEHsqek33rTcFNT9PFqLf,Divinely Uninspired To A Hellish Extent,87,182160,False,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4,pop
something in the orange,zach bryan,22,2023,1e3QZ42GsP8cTy5uQ0G7J3,New Country,3,228013,False,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,country
something in the way,nirvana,23,2022,4gHnSNHs8RyVukKoWdS99f,Nevermind (Remastered),76,232146,False,0.427,0.201,8,-13.044,1,0.0317,0.745,0.263,0.109,0.0668,105.218,4,alt-rock
something in the way you move,ellie goulding,47,2016,0RhLvAINBnJo65rZMIVdOR,Fiesta de disfraces vol. II,0,226573,False,0.66,0.804,1,-6.133,0,0.0485,0.0402,0.0,0.129,0.359,109.0,4,dance
somewhere i belong,linkin park,46,2017,3fjmSxt0PskST13CSdBUFx,Meteora (Bonus Edition),73,213933,False,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,4,alternative
somewhere only we know,keane,46,2011,1SKPmfSYaPsETbRHaiA18G,Hopes And Fears,85,237146,False,0.448,0.665,9,-4.203,1,0.026,0.06,2.55e-05,0.0828,0.304,172.004,4,piano
sorry,justin bieber,46,2016,7cC4Y0jQZ4eRoRqRQIau1x,Fiesta de disfraces vol. II,0,200786,False,0.679,0.748,0,-3.624,0,0.0385,0.0878,0.0,0.299,0.438,100.035,4,pop
sorry not sorry,demi lovato,48,2018,2IUKSarmdxH3JeiSa2UZx2,Concierto en la ducha,0,203760,True,0.705,0.643,11,-6.929,0,0.232,0.0242,0.0,0.262,0.884,143.944,4,dance
southbound,carrie underwood,49,2019,3wYce5GyRKkhKfUlUE5RID,Tailgate Country,0,202853,False,0.614,0.884,0,-4.019,1,0.0402,0.00122,0.0,0.077,0.721,100.523,4,country
speechless,dan + shay,36,2021,7LgyKYscgD7wkzsLRRTTpd,Autumn Hits,0,213386,False,0.616,0.437,1,-5.968,1,0.0298,0.351,0.0,0.24,0.386,135.939,4,country
spring day,bts,5,2023,2j1fFjWHCI9KJSwcuYAOyF,You Never Walk Alone,76,274097,False,0.539,0.846,8,-3.192,1,0.0354,0.00631,1.71e-06,0.13,0.462,106.994,4,k-pop
stacy's mom,fountains of wayne,48,2005,27L8sESb3KR79asDUBu8nW,Welcome Interstate Managers,76,197986,False,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,4,alt-rock
stand up (from harriet),cynthia erivo,31,2020,3wNNbf63xkxw9rIVWtFy7a,Stand Up (From Harriet),70,303477,False,0.616,0.32,0,-10.194,1,0.0311,0.268,0.0,0.11,0.177,80.02,4,soul
star walkin' (league of legends worlds anthem),lil nas x,44,2022,38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),90,210575,True,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,4,hip-hop
stargazing,travis scott,47,2018,7wBJfHzpfI3032CSD7CE2m,ASTROWORLD,75,270714,True,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4,house
stay,bts,10,2021,0TdWVbcerMAcvljXrl9gpG,BE,67,204800,False,0.582,0.693,6,-5.048,1,0.0465,0.114,0.0,0.13,0.341,125.904,4,k-pop
stay,florida georgia line,45,2014,6rfDtM5aHbsaLGAUxfIgpN,Sad Country Songs,2,200426,False,0.493,0.931,1,-2.99,1,0.041,0.0838,0.0,0.172,0.556,141.979,4,country
stay gold,bts,6,2020,3Ys2PYl1wyPKQIwyqhP9cQ,MAP OF THE SOUL : 7 ~ THE JOURNEY ~,68,243266,False,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017,4,k-pop
stayin' alive,bee gees,40,2021,4UDmDIqJIbrW0hMBQMFOsM,Staying Alive (Original Motion Picture Soundtrack),77,92866,False,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,4,disco
steal my girl,one direction,45,2015,2Bs4jQEGMycglOfWPBqrVG,FOUR (Deluxe),80,228133,False,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,4,pop
stigma,bts,22,2021,3LTwMQ9kkn5VVhP3jipBlR,Wings,67,216063,False,0.566,0.475,0,-5.556,0,0.089,0.148,0.0,0.139,0.335,136.442,4,k-pop
still into you,paramore,25,2023,1yjY7rpaAQvKwpdUliHx0d,Paramore,80,216013,False,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,4,emo
stitches,shawn mendes,49,2016,3zkWCteF82vJwv0hRLba76,Handwritten,80,206880,False,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,4,dance
stolen,dashboard confessional,46,2007,6A4cQ6n7R5Kws0Gsan7gCF,The Best Ones of the Best Ones,37,233360,False,0.445,0.638,8,-5.024,1,0.0273,0.00117,0.0528,0.105,0.15,174.045,4,emo
stolen dance,milky chance,49,2015,34xGLuxM0rkxhCVyMSqwJO,Sadnecessary,80,313684,False,0.884,0.581,11,-8.813,1,0.0378,0.427,0.000206,0.0759,0.728,114.016,4,german
stop and stare,onerepublic,47,2008,0keNCZtbWrvhO3TuDuyUni,De ese gran pop de los 00's,0,223800,False,0.329,0.866,4,-4.328,1,0.0484,0.0724,0.0,0.0869,0.257,184.793,4,piano
story of my life,one direction,34,2014,4nVBt6MZDDP6tRVdQTgxJg,Midnight Memories (Deluxe),83,245493,False,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4,pop
streets,doja cat,41,2021,60ynsPSSKe6O3sfwRnIBRf,Hot Pink,83,226986,True,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035,4,dance
stressed out,twenty one pilots,43,2023,3CRDbSIZ4r5MsZ0YwxuEkn,Blurryface,85,202333,False,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4,rock
stupid love,lady gaga,31,2020,5Qyu0SLOpSyn4yKercAsUc,pov: it's 2020,0,193533,False,0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,4,dance
sucker,jonas brothers,49,2020,22vgEDb5hykfaTwLuskFGD,Happiness Begins,81,181026,False,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,4,dance
suddenly i see,kt tunstall,49,2007,7cPuE0M35EajWPRO3nRcH8,OO's Music Grandi Successi,0,199040,False,0.603,0.78,0,-5.531,1,0.0438,0.139,0.0,0.164,0.693,100.499,4,acoustic
summer,calvin harris,47,2014,6YUTL4dYpB9xZO5qExPf05,Motion,82,222533,False,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,electro
summer of '69,bryan adams,22,2022,0GONea6G2XdnHWjNZd6zt3,Reckless (30th Anniversary / Deluxe Edition),82,216053,False,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,4,rock
sun daze,florida georgia line,49,2015,2wSZhX2Yvslh1oZFFjj45p,Tailgate Country,0,185400,False,0.484,0.944,4,-3.652,1,0.0413,0.0901,0.0,0.471,0.839,170.064,4,country
sunday best,surfaces,46,2020,1Cv1YLb4q0RzL6pybtaMLo,Where the Light Is,77,158571,False,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,4,soul
sunshine & whiskey,frankie ballard,45,2014,7DcwXqqkkUXRbkyqTrjnwF,New Country,0,182400,False,0.67,0.737,9,-6.794,1,0.0434,0.223,0.0,0.325,0.753,92.958,4,country
super freak,rick james,43,2022,5M8e1as5YJkh02XWaM2J5L,Helloween Party,3,204600,False,0.857,0.796,9,-6.866,0,0.0527,0.079,0.0,0.0503,0.944,132.528,4,disco
super freaky girl,nicki minaj,40,2022,4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,92,170977,True,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,4,dance
survivor / i will survive,glee cast,23,2011,6m2qba8pt0oa13nBLA2Nt2,"Glee: The Music, The Complete Season Three",54,208573,False,0.563,0.913,9,-4.384,0,0.225,0.00773,0.0,0.127,0.311,128.083,4,club
suspicious minds,elvis presley,42,2022,1H5IfYyIIAlgDX8zguUzns,From Elvis in Memphis,76,261279,False,0.487,0.382,7,-10.889,1,0.0309,0.0422,4.74e-06,0.411,0.714,116.557,4,rock-n-roll
sweater weather,the neighbourhood,34,2014,2QjOHCTQ1Jl3zawyYOpxh6,I Love You.,93,240400,False,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,alt-rock
sweet but psycho,ava max,24,2022,7DnAm9FOTWE3cUvso43HhI,Heaven & Hell,81,187436,False,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4,dance
sweet child o' mine,guns n' roses,33,2022,7o2CTH4ctstm8TNelqjb51,Appetite For Destruction,84,354520,True,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,4,hard-rock
sweet home alabama,lynyrd skynyrd,23,2023,7ho8AmAGyByBomWJPwThKX,Sweet Home Alabama,2,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues
sweetest devotion,adele,33,2015,2Eb7QQ5soJQBEYTfSb5BS6,25,55,251701,False,0.416,0.752,0,-5.471,1,0.0396,0.251,0.0,0.125,0.266,155.89,3,british
t.n.t.,ac/dc,50,2012,7LRMbd3LEoV5wZJvXT1Lwb,High Voltage,78,214666,False,0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,4,hard-rock
tv,billie eilish,14,2022,2fLY3sJdbXHDj7FaQHNqKg,Mega Hits Autumn/Fall 2022,8,281380,False,0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,4,pop
take me home for christmas,dan + shay,28,2020,74neN8NvU5LnqgzBibX6MH,Country Christmas Time,1,203880,False,0.694,0.769,6,-4.665,1,0.0325,0.163,0.0,0.0976,0.663,93.033,4,country
take me home tonight,eddie money,13,2019,7b4yGtR0rujvLi5EBfKKJ2,Can't Hold Back,70,211160,False,0.608,0.768,1,-9.911,1,0.0364,0.101,1.41e-06,0.0942,0.748,132.699,4,hard-rock
take me out,franz ferdinand,43,2005,20I8RduZC2PWMWTDCZuuAN,Franz Ferdinand,79,237026,False,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,4,alt-rock
take me to church,hozier,41,2015,3dYD57lRAUcMHufyqn9GcI,Hozier,83,241688,False,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,4,singer-songwriter
take my name,parmalee,38,2022,7g0Zfd5J6Hzx9M2fRUMuba,For You,33,157906,False,0.559,0.66,7,-4.143,1,0.0512,0.222,0.0,0.193,0.574,163.957,4,country
take you dancing,jason derulo,44,2020,59qrUpoplZxbIZxk6X0Bm3,Take You Dancing,78,190306,False,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,4,dance
talking body,tove lo,46,2015,7cgu4JBW3hq1GwTM1ilkKQ,Queen Of The Clouds,67,238426,True,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4,electro
teardrops,bring me the horizon,44,2020,3WATWS2Ywo5HeHtG0bE2iZ,POST HUMAN: SURVIVAL HORROR,67,215003,True,0.497,0.916,7,-3.323,1,0.108,0.000323,0.0,0.36,0.401,96.051,4,metal
teenagers,my chemical romance,46,2007,27pyhbC00sCtwKPhlQtOGe,Timeless Rock Hits,2,161920,False,0.459,0.858,4,-3.063,1,0.0626,0.0506,0.0,0.184,0.855,111.682,4,emo
teeth,5 seconds of summer,29,2019,26wLOs3ZuHJa2Ihhx6QIE6,13 Reasons Why (Season 3),79,204887,False,0.756,0.448,3,-2.993,0,0.0404,0.0508,3.87e-06,0.11,0.431,139.031,4,dance
telepathy,bts,4,2020,6Fnvi5QnVkTskSzeRvvQds,BE,70,202313,False,0.787,0.669,5,-4.333,0,0.0428,0.00782,0.0,0.123,0.57,104.994,4,k-pop
telephone,glee cast,11,2010,1oqIgJpPpW9wwXcitli8EF,"Glee: The Music, The Complete Season Two",44,222960,False,0.729,0.804,5,-5.183,0,0.0329,0.00363,3.12e-06,0.11,0.749,122.021,4,club
temperature,sean paul,45,2023,0k2GOhqsrxDTAbFFSdNJjT,The Trinity,79,218573,False,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,4,dance
tennessee orange,megan moroney,43,2023,29zZmiBDLykYYTj7RN6VhV,Tennessee Orange,78,223119,False,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,3,country
tennessee whiskey,chris stapleton,50,2023,3fqwjXwUGN6vbzIwvyFMhx,Traveller,81,293293,False,0.392,0.37,9,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4,country
tequila,dan + shay,33,2023,42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,72,196746,False,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,4,country
that's hilarious,charlie puth,39,2022,1EFtJ2XXzkHhpb6tcLyauv,US Pop 20s,1,146855,True,0.714,0.442,6,-5.909,1,0.0605,0.742,0.0,0.114,0.546,108.039,4,dance
that's not my name,the ting tings,38,2009,1i1OuCNhNf7JwrlWlFZFu1,We Started Nothing,58,310573,False,0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,4,punk
that's what i like,bruno mars,45,2017,0KKkJNfGyhkQ5aFogxQAPU,24K Magic,83,206693,False,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,4,dance
thats what i want,lil nas x,41,2022,0e8nrvls4Qqv5Rfa2UhqmO,MONTERO,87,143901,True,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,4,hip-hop
the best,tina turner,33,2023,6pPWRBubXOBAHnjl5ZIujB,Foreign Affair,69,329800,False,0.662,0.737,0,-9.54,1,0.0296,0.108,0.0191,0.119,0.744,103.867,4,disco
the blower's daughter,damien rice,41,2004,1k6As9e3M8qfijnNhDebO0,Session Acoustique,0,286653,False,0.343,0.2,4,-13.569,1,0.0324,0.134,0.000161,0.341,0.074,133.054,4,singer-songwriter
the bones,maren morris,47,2021,7yFhA2fUsL2oIMWlw5DaHQ,GIRL,75,197293,False,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.004,4,country
the boys of summer,don henley,21,2021,2einB00Doep8LZImPipb9r,80s Bangers Vol. 1,1,288333,False,0.516,0.775,6,-6.409,1,0.0412,0.396,0.00129,0.21,0.858,177.401,4,country
the catalyst,linkin park,43,2010,6mQD0vGdFrQMeTADOSIEwx,A Thousand Suns,36,339853,False,0.56,0.925,0,-5.48,1,0.0362,0.0372,0.0,0.104,0.178,135.009,4,alternative
the cave,mumford & sons,49,2011,2F79HavLHwJlfvvJOkkIQD,Sigh No More,62,215626,False,0.592,0.499,4,-9.463,1,0.0375,0.0536,4.52e-05,0.113,0.346,141.937,4,folk
the chapeltown rag,slipknot,19,2021,5jeh4hwbQJnnAJHZV9fqeo,"The End, So Far",68,289226,True,0.538,0.997,8,-2.27,1,0.205,0.00232,0.00159,0.12,0.0702,95.016,4,metal
the cure,lady gaga,20,2017,6eAqQwedSE2wsOm8K08BHv,Concierto en la ducha,0,211363,False,0.696,0.506,8,-4.863,1,0.0325,0.0799,0.0,0.0893,0.516,100.003,4,dance
the day that never comes,metallica,26,2008,13Uvqll8OQDjw3wDweIK9y,Death Magnetic,65,476266,False,0.334,0.982,4,-2.293,0,0.0619,9.11e-05,0.149,0.106,0.501,126.883,4,hard-rock
the days,avicii,36,2014,0g2zW7vCyWkUJg5aQjOwi7,Almorzando solo,0,278480,False,0.59,0.724,0,-3.278,1,0.0439,0.04,4.07e-05,0.142,0.526,127.05,4,dance
the diary of jane,breaking benjamin,41,2006,5m9uiFH9sK5wxRZdfN62n9,Shallow Bay: The Best Of Breaking Benjamin (Explicit),59,200213,False,0.39,0.958,10,-4.455,0,0.0622,5.67e-05,0.0437,0.121,0.348,167.045,4,grunge
the edge of glory,lady gaga,44,2017,0ZcATDHTa1c128KqmVUk2j,Workout Hits 2023,3,320626,False,0.583,0.766,9,-6.47,1,0.0408,0.000348,0.0125,0.108,0.395,127.95,4,dance
the feels,twice,5,2021,308Ir17KlNdlrbVLHWhlLe,Formula of Love: O+T=<3,78,198053,False,0.808,0.903,9,-2.179,1,0.0729,0.0899,0.0,0.0816,0.922,120.044,4,k-pop
the foundations of decay,my chemical romance,11,2022,1I2I4x0SJcK6ccc6qvw76s,Rock - Best of 2022,6,360760,False,0.363,0.67,1,-6.652,0,0.0552,0.000582,0.548,0.317,0.198,150.15,4,emo
the gambler,kenny rogers,33,2022,5KqldkCunQ2rWxruMEtGh0,The Gambler,75,214880,False,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.04,4,country
the good ones,gabby barrett,23,2022,0TgKHlvgZEfaiALjWqyidx,Cozy Country,0,215140,False,0.519,0.552,2,-5.023,1,0.0259,0.18,0.0,0.149,0.331,89.957,4,country
