track_name,artists,Rank,Year,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
'til you can't,cody johnson,22,2024,02HqnDssYA62iGapkpJIkJ,Country Car Hits,1,224213,False,0.501,0.815,1,-4.865,1,0.0436,0.0513,0.0,0.106,0.46,160.087,4,country
(everything i do) i do it for you,bryan adams,36,2022,077QV0UtmRfVEw6kFvminm,90's Music Grandi Successi,2,394133,False,0.526,0.365,1,-12.605,1,0.028,0.0775,1.37e-05,0.0618,0.254,131.251,4,rock
(i've had) the time of my life,glee cast,19,2010,1wYDz3NuqlGxPnQDX8OuV6,"Glee: The Music, Volume 4",43,277560,False,0.459,0.77,9,-5.993,1,0.0472,0.0765,0.0,0.0879,0.168,110.706,4,club
(sittin' on) the dock of the bay,otis redding,12,2021,3zBhihYUHBmGd2bcQIobrF,The Dock of the Bay (Mono),76,163755,False,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,4,blues
(you make me feel like) a natural woman,aretha franklin,10,2018,5K09WxKdlkroDyEVyOSySy,Lady Soul (With Bonus Selections),68,165333,False,0.603,0.271,5,-10.083,1,0.0284,0.679,0.0,0.141,0.405,110.89,3,blues
100 years,five for fighting,45,2006,2lFlveK1y13WWp3vnQtrr3,The Battle for Everything,66,244600,False,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.178,0.275,120.507,4,acoustic
1985,bowling for soup,50,2005,5oQcOu1omDykbIPSdSQQNJ,A Hangover You Don't Deserve,71,193000,False,0.606,0.887,4,-4.404,1,0.0598,0.000242,0.0,0.337,0.903,119.974,4,punk-rock
2 be loved (am i ready),lizzo,47,2022,3yBOgD5rhyyQcnjhsk7qme,New Arrivals,3,187107,False,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,4,hip-hop
2! 3!,bts,42,2021,3KVOfGrYVjoP1w8T2HVltm,Wings,64,272537,False,0.442,0.928,7,-4.096,1,0.207,0.0257,0.0,0.1,0.601,169.847,4,k-pop
21 guns,green day,28,2010,3IHHqmfKJHyI0obINUdg1W,21st Century Breakdown,51,322040,False,0.26,0.719,5,-4.765,1,0.0364,0.048,0.0,0.454,0.419,159.072,4,punk
5 foot 9,tyler hubbard,49,2022,4rMLQycynM5w0fmZregNe7,Artsy & Colourful,1,189780,False,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,4,country
7 rings,ariana grande,47,2019,6ocbgoVGwYJhOv1GgI9NsF,"thank u, next",84,178626,True,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,4,dance
= (equal sign),j-hope,40,2023,70XnKsO3UnIT4FnEwChQXx,Jack In The Box,73,114477,False,0.673,0.75,9,-5.831,1,0.0655,0.0155,5.44e-06,0.348,0.708,105.848,4,k-pop
a little bit off,five finger death punch,43,2020,6GqqGv8frU7kqzXkm2rewI,F8,72,190718,True,0.664,0.828,0,-6.053,1,0.0404,0.00839,0.0,0.294,0.82,103.985,4,groove
a song for mama,boyz ii men,49,2021,3jVoxrwRPJihoYZVhSS5Ta,Un tecito y a mimir,1,301906,False,0.569,0.443,7,-8.402,1,0.0327,0.461,0.0,0.133,0.15,75.038,4,r-n-b
a thousand years,christina perri,31,2023,6lanRgr6wXibZr8KgzXxBl,A Thousand Years,81,285120,False,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,3,dance
a-o-k,tai verdes,47,2021,1sx0XsWUusUoPstbvokZjP,TV,77,173640,True,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,4,indie-pop
about damn time,lizzo,50,2023,1PckUlxKqWQs3RlWXVBLw3,About Damn Time,89,191822,True,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,hip-hop
addicted,saving abel,42,2009,3pxCXv0NACYfYnLjFcQW5D,Saving Abel,70,222826,True,0.512,0.864,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.527,138.018,4,grunge
africa,toto,34,2022,2374M0fQpWi3dLnB54qaLX,Toto IV,83,295893,False,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,4,rock
africa,weezer,43,2018,3ZPKocroJIcnHGcnJVlLKD,Weezer (Teal Album),59,238626,False,0.534,0.784,8,-3.59,1,0.0339,0.205,0.00579,0.106,0.6,92.147,4,power-pop
after hours,the weeknd,38,2020,0MnmtOOke4uQVBMAjIgwVZ,Halloween Party 2022,0,361946,False,0.651,0.567,5,-5.941,0,0.0317,0.0934,0.00991,0.124,0.138,108.953,4,pop
afterlife,five finger death punch,43,2022,40gGeC397vLmz4eETZDSrG,AfterLife,65,243560,True,0.472,0.989,6,-4.214,0,0.0597,0.000655,4.87e-06,0.341,0.327,93.985,4,groove
again,fetty wap,48,2016,3ESSGgWzRf1xvP7G5hHMhB,Fetty Wap (Deluxe),68,312240,True,0.748,0.733,11,-4.421,0,0.072,0.0062,0.0,0.329,0.291,93.019,4,j-dance
ain't it fun,paramore,43,2014,6O5spqMgOR3Hk20NHCAPpC,Alternative Rock Mixtape,1,296520,False,0.606,0.893,9,-3.681,1,0.0987,0.154,4.18e-05,0.021,0.671,103.985,4,emo
ain't my fault,zara larsson,47,2016,0ADG9OgdVTL7fgREP75BrZ,So Good,69,224030,False,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,4,edm
ain't no sunshine,bill withers,2,2020,1k1Bqnv2R0uJXQN4u6LKYt,Just As I Am,79,125093,False,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,4,funk
ain't your mama,jennifer lopez,33,2016,2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,71,218234,False,0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,4,dance
alive,krewella,49,2013,59mrqUmhpmcfUns8BKkV30,Get Wet,53,288880,False,0.671,0.828,9,-2.907,1,0.053,0.00304,0.00287,0.352,0.57,127.976,4,dub
all i ask,adele,24,2016,6DEMMeWXfmFAXgDUMMzeg6,25,74,271800,False,0.591,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.916,4,british
all in,lil baby,45,2020,038oBXqL9ttCHHZmNrYxQk,Bad Boy Club,0,156032,True,0.836,0.649,11,-6.442,1,0.332,0.0716,0.0,0.0943,0.294,95.084,4,hip-hop
all my favorite songs,weezer,43,2021,6zVhXpiYbJhLJWmLGV9k1r,OK Human,52,202703,False,0.384,0.628,1,-8.018,0,0.031,0.126,9.93e-06,0.314,0.394,161.438,4,power-pop
all of me,john legend,34,2015,3U4isOIWM3VvDubwSI3y7a,Love In The Future (Expanded Edition),85,269560,False,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4,soul
all star,smash mouth,20,2023,1Uu1dI6OcKWuMLLv8ki3lN,Workout Hits 2023,0,200373,False,0.731,0.867,11,-5.881,1,0.032,0.0394,0.0,0.0861,0.776,104.02,4,alt-rock
all the right moves,onerepublic,42,2010,5XRHGXut00SrJUFmcn2lQF,Waking Up,67,238000,False,0.529,0.948,0,-3.527,1,0.0474,0.258,9.35e-06,0.283,0.65,146.024,4,piano
all the small things,blink-182,34,2023,1jJ893m6WM9aztKtzYmNJY,OO's Music Grandi Successi,2,171066,False,0.442,0.9,0,-5.032,1,0.0529,0.0109,0.0,0.395,0.609,148.62,4,punk-rock
almost (sweet music),hozier,45,2019,7uttm8Iurm5uK67Vr9G2Sp,"Wasteland, Baby!",63,217480,False,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,4,singer-songwriter
alone,heart,37,2021,54b8qPFqYqIndfdxiLApea,Bad Animals,75,218733,False,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,4,hard-rock
alone,marshmello,26,2019,3MEYFivt6bilQ9q9mFWZ4g,Alone,73,273802,False,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,4,dance
american girl,tom petty and the heartbreakers,39,2017,45u1g3oY1Tb0Ibmlwqo8f2,Timeless Rock Hits,0,214733,False,0.552,0.823,2,-5.988,1,0.0332,0.445,0.000129,0.366,0.775,114.514,4,folk
american idiot,green day,47,2005,6nTiIhLmQ3FWhvrGafw2zj,American Idiot,79,176346,True,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,4,punk
american pie,don mclean,11,2022,3ldrKmt2S7VBENF7g40ibi,Обратно в клас - rock,0,513000,False,0.461,0.563,4,-9.325,0,0.0605,0.358,0.0,0.302,0.477,138.571,4,folk
animal,neon trees,50,2011,0l4DTppOxy7NUaEcwXuOb6,Habits (Spotify),66,212306,False,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,4,alt-rock
animal i have become,three days grace,50,2006,56sk7jBpZV0CD31G9hEU3b,One-X,74,231400,False,0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,4,alt-rock
animals,maroon 5,44,2015,3h4T9Bg8OVSUYa6danHeH5,V (Asia Tour Edition),70,231013,False,0.279,0.742,4,-6.46,0,0.0898,0.000185,0.0,0.593,0.328,189.868,4,pop
animals,martin garrix,46,2014,5q35GiekvBr6oAsCsW8YlR,Animals,56,303040,True,0.676,0.857,1,-6.7,1,0.0391,0.00149,0.674,0.307,0.0378,128.01,4,dance
antidote,travis scott,42,2016,1wHZx0LgzFHyeIZkUydNXq,Rodeo (Expanded Edition),74,262693,True,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,4,house
as it was,harry styles,47,2023,4LRPiXqCikLlN15c3yImP7,As It Was,95,167303,False,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,4,pop
astronaut in the ocean,masked wolf,32,2022,3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,79,132780,True,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,4,hip-hop
at last,etta james,29,2012,4HURIP867U6Bllu0fa4ypq,Desayuno en calma,0,182533,False,0.169,0.347,10,-8.785,1,0.0309,0.692,0.000432,0.337,0.256,176.118,3,blues
attention,charlie puth,41,2017,5cF0dROlMOK5uNZtivgu50,Voicenotes,83,208786,False,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,4,dance
august,taylor swift,48,2023,3hUxzQpSfdDqwM3ZTFQY0K,folklore,86,261922,False,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,4,pop
b.y.o.b.,system of a down,48,2005,0EYOdF5FCkgOJJla8DI2Md,Mezmerize,77,255466,True,0.538,0.981,1,-2.688,0,0.14,0.00662,0.0,0.219,0.711,101.414,4,alternative
bad!,xxxtentacion,41,2019,22An65gG31JLf9n18qjdhZ,SKINS,72,94245,False,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,4,emo
bop,dababy,41,2020,4xgXA4ipRmQqrrvT6ZBSRX,pov: it's 2019,0,159714,True,0.77,0.786,11,-3.909,1,0.368,0.189,0.0,0.129,0.837,126.764,4,hip-hop
baby,glee cast,26,2011,61frbeZKl33hLAeyWGc5Wn,"Glee: The Music, Volume 5",34,215026,False,0.741,0.817,10,-5.556,1,0.09,0.133,0.0,0.0965,0.564,129.972,4,club
back in black,ac/dc,20,2012,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,85,255493,False,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,hard-rock
back to you,selena gomez,50,2018,514rhnksEwHUh6LxXsQ4Y9,13 Reasons Why (Season 2),72,210240,False,0.6,0.683,6,-6.271,1,0.0493,0.0984,1.26e-06,0.11,0.494,102.036,4,dance
bad at love,halsey,43,2018,7y9iMe8SOB6z3NoHE2OfXl,hopeless fountain kingdom (Deluxe),74,181279,False,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,4,electro
bad guy,billie eilish,38,2020,2Fxmhks0bxGSBdJ92vM42m,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",84,194087,False,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,electro
bad habits,ed sheeran,41,2022,3rmo8F54jFF8OgYsqTxm5d,=,88,230746,False,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,4,pop
bad liar,imagine dragons,48,2019,2RSHsoi04658QL5xgQVov3,Origins (Deluxe),81,260773,False,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,4,rock
bad liar,selena gomez,41,2017,1WrMD6on4zuCXVrYp5o8io,Queda poco para la PAES,0,214647,False,0.965,0.414,1,-6.408,1,0.0712,0.189,0.0,0.0767,0.729,121.032,4,dance
bad moon rising,creedence clearwater revival,32,2023,1Ygg8lP3sRwkN9aEyBQgC6,Fishing Music,1,141600,False,0.508,0.769,2,-5.973,1,0.0326,0.0577,6.1e-06,0.063,0.939,178.95,4,country
bad romance,lady gaga,45,2022,7oBxxv6C5ttINeFHzOVwS4,Halloween 2022,0,294573,True,0.695,0.921,0,-3.752,1,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,4,dance
bark at the moon,ozzy osbourne,20,2025,2E7W1X4maFFcjHrVrFA7Vs,Bark At The Moon (Expanded Edition),67,257120,False,0.303,0.961,9,-5.333,0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,4,hard-rock
be careful,cardi b,50,2018,3VTQZWhvI8cwzjoSAJzcED,On Chill - Rap & RnB,0,210787,False,0.835,0.561,6,-8.248,0,0.4,0.0264,0.0,0.095,0.499,152.152,4,dance
be yourself,audioslave,47,2005,3zwmW1gM4E8FlHXV5nE16u,Out of Exile,72,278973,False,0.423,0.845,11,-3.509,0,0.0559,0.143,5.07e-06,0.213,0.317,116.602,4,alt-rock
beach house,the chainsmokers,38,2018,2bQhVQbV7VBzSOPo8mbkUR,Sick Boy,56,206120,False,0.4,0.838,0,-4.491,1,0.0526,0.174,0.0,0.341,0.533,179.945,4,edm
beautiful crazy,luke combs,32,2019,2rxQMGVafnNaRaXlRMWPde,This One's for You Too (Deluxe Edition),80,193200,False,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,4,country
beautiful monster,ne-yo,43,2010,1fS2x4kXEsfLMPN6p5Was4,Halloween Hits,2,251133,False,0.722,0.826,5,-5.464,0,0.108,0.227,4.06e-06,0.222,0.494,127.929,4,dance
before he cheats,carrie underwood,39,2007,0ZUo4YjG4saFnEJhdWp9Bt,Some Hearts,78,199946,False,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,4,country
begin,bts,23,2021,0bGJHUPR6ems9tzIljlPFR,Wings,66,229740,False,0.566,0.842,9,-5.222,0,0.0442,0.00357,0.000253,0.141,0.308,131.05,4,k-pop
believe,josh groban,41,2022,4Y5lTN1zjBQCRBHmJkqxt6,The Polar Express (Original Motion Picture Soundtrack),23,258399,False,0.301,0.422,4,-7.561,1,0.029,0.62,0.0,0.0666,0.208,78.411,4,opera
believer,imagine dragons,14,2022,0pqnGHJpmpxLKifKRmU6WP,Evolve,88,204346,False,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,4,rock
best day of my life,american authors,50,2014,5Hroj5K7vLpIG4FNCRIjbP,"Oh, What A Life",79,194240,False,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,4,indie-pop
best of you,foo fighters,47,2005,5FZxsHWIvUsmSK1IAvm2pp,In Your Honor,76,255626,False,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,4,alt-rock
better days,onerepublic,11,2020,2K0r5GD5zYlEMx2M7ZMcqG,Better Days,64,144530,False,0.626,0.726,5,-5.015,1,0.0376,0.235,0.0,0.304,0.257,89.132,4,piano
better in time,leona lewis,48,2008,2iXBZ32Fz5VDCLeE0JIdX5,Spirit,67,234173,False,0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,4,british
better than me,hinder,50,2007,10fddGyyeUquZZ2uPTjD7P,Extreme Behavior,63,223533,False,0.449,0.682,2,-5.295,0,0.029,0.205,0.0,0.175,0.254,139.924,4,grunge
betty (get money),yung gravy,50,2022,4cacyP5c3PMlfnyjpg13xW,Betty (Get Money),87,146470,False,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,4,hip-hop
beverly hills,weezer,49,2006,1yKu2MhpwzDXXH2tzG6xoa,Make Believe,71,196093,False,0.693,0.823,5,-3.761,1,0.0726,0.0932,0.0,0.328,0.741,87.904,4,power-pop
big poppa,the notorious b.i.g.,43,2023,4sGylyGhQaOzhi77fLrMmP,Slow Flow: Hip Hop & R&B,49,249866,True,0.765,0.671,9,-5.249,0,0.278,0.344,0.0,0.0506,0.798,84.5,4,hardcore
billionaire,glee cast,13,2010,6d5CfH0P84foEd1fkmp7po,"Glee: The Music, Volume 4",47,211440,False,0.791,0.721,6,-5.588,0,0.094,0.259,0.0,0.104,0.66,87.032,4,club
bitter sweet symphony,the verve,35,2022,57iDDD9N9tTWe75x6qhStw,Urban Hymns (Remastered 2016),80,357266,False,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,4,alt-rock
black hole sun,soundgarden,41,2017,2vGDTOtslhkco6LVFfdEI2,Rock & Halloween,0,318586,False,0.351,0.827,6,-5.351,1,0.0412,0.000222,0.000118,0.0755,0.145,105.463,4,alt-rock
black or white,michael jackson,50,2009,7EsjkelQuoUlJXEw7SeVV4,Dangerous,69,254933,False,0.518,0.901,9,-3.749,1,0.093,0.174,0.0314,0.0712,0.873,115.026,4,soul
black summer,red hot chili peppers,16,2022,5xUhs6dlfkcxZM8zq7riYF,Tek It - New Noise,1,232412,False,0.417,0.682,1,-5.071,1,0.0295,0.0267,0.000669,0.109,0.351,105.542,4,alt-rock
black swan,bts,44,2020,2EmcTFQ1rM11wp2ztsXTHa,MAP OF THE SOUL : 7,74,198260,False,0.719,0.757,2,-5.167,0,0.0849,0.137,0.0,0.129,0.489,147.024,4,k-pop
blank space,i prevail,42,2015,2ZiJidFdQ30nVJEP4u44l3,Heart Vs. Mind,63,240927,False,0.437,0.863,11,-5.28,0,0.0941,0.00302,0.0,0.144,0.233,194.073,4,metalcore
blank space,taylor swift,41,2015,1u8c2t2Cy7UBoG4ArRcF5g,1989 (Deluxe),85,231826,False,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,4,pop
blaze of glory,jon bon jovi,45,2007,0XwjdpwvEwukcg3XU4Ibzt,Cross Road,56,340000,False,0.541,0.704,7,-6.167,1,0.0324,0.0211,4.18e-05,0.143,0.416,78.797,4,hard-rock
bleed it out,linkin park,50,2007,78gsvivelCP8Kh0tSRTy8D,Minutes to Midnight,58,164760,True,0.542,0.932,4,-4.896,1,0.05,0.0747,0.0,0.613,0.698,140.135,4,alternative
bleeding love,leona lewis,50,2008,7wZUrN8oemZfsEd1CGkbXE,Spirit,75,262466,False,0.638,0.656,5,-5.886,1,0.0357,0.188,0.0,0.146,0.225,104.036,4,british
bless the broken road,rascal flatts,40,2022,18q0I5Mz5TbxMf4cWSKql9,Twenty Years Of Rascal Flatts - The Greatest Hits,36,226693,False,0.588,0.448,0,-6.37,1,0.0265,0.668,1.37e-05,0.156,0.362,135.962,4,country
blinding lights,the weeknd,48,2022,0VjIjW4GlUZAMYd2vXMi3b,After Hours,91,200040,False,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,4,pop
bloody mary,lady gaga,29,2023,2HJvS1fhaJbPxI9gT0mPjb,Pop & Halloween,11,244760,False,0.584,0.638,9,-6.437,0,0.0302,0.0134,3.06e-06,0.101,0.456,99.97,4,dance
bloody valentine,machine gun kelly,44,2020,5cc6bqV4lFNB8etIbI7SNz,Halloween Party 2022,0,205015,True,0.52,0.856,2,-4.228,1,0.0806,0.000193,0.0,0.157,0.47,160.083,4,hip-hop
blue & grey,bts,7,2020,7Ki0hse0IfXEcXUlpyECbJ,BE,71,254950,False,0.547,0.605,8,-6.755,1,0.0415,0.42,0.0,0.125,0.364,121.953,4,k-pop
blue ain't your color,keith urban,26,2017,2CxmktXqJwP9KZv6WJtZCm,Ripcord,53,230600,False,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,3,country
blue christmas,elvis presley,47,2005,3KJombE6eRPrdrhNJza7T8,Santa Claus Is Coming To Town,0,128080,False,0.506,0.475,4,-7.552,1,0.0324,0.83,0.00411,0.124,0.596,94.494,4,rock-n-roll
blue orchid,the white stripes,27,2005,4jU7NPkz4HVnM4hweqNhI1,Get Behind Me Satan,66,157560,False,0.481,0.645,10,-8.535,0,0.318,0.0863,6.2e-06,0.332,0.612,151.307,4,blues
blue side (outro),j-hope,13,2025,20zr2Oef3PVeGRxjmSF5CC,Hope World,65,90539,False,0.512,0.394,9,-10.202,0,0.0263,0.0149,0.901,0.309,0.083,80.522,4,k-pop
blurry,puddle of mudd,46,2022,0FLBNqc5oAiTt4J2e3fe3y,Come Clean,65,303920,False,0.432,0.936,3,-4.537,0,0.0562,0.00691,0.0,0.14,0.499,157.469,4,grunge
bodies,drowning pool,36,2023,7CpbhqKUedOIrcvc94p60Y,Sinner,75,201960,False,0.656,0.932,4,-3.405,0,0.0708,0.00347,0.00147,0.144,0.544,130.936,4,grunge
body like a back road,sam hunt,23,2018,48cWThoEPUC17cVfrcPnSX,Tailgate Country,0,165386,False,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.942,4,country
bohemian rhapsody,queen,47,2019,3z8h0TU7ReDPLIbEnYhWZb,Bohemian Rhapsody (The Original Soundtrack),75,354947,False,0.39,0.397,0,-9.963,0,0.0513,0.287,0.0,0.207,0.246,144.031,4,rock
bones,imagine dragons,39,2023,0HqZX76SFLDz2aW8aiqi7G,Bones,89,165264,False,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,4,rock
born in the u.s.a.,bruce springsteen,25,2025,0dOg1ySSI7NkpAe89Zo0b9,Born In The U.S.A.,74,278680,False,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,4,singer-songwriter
born singer,bts,7,2022,1IthE5GNiRzFN5CVaCa445,Proof,75,238628,False,0.602,0.841,8,-3.334,0,0.109,0.0354,0.0,0.235,0.684,157.937,4,k-pop
born this way,glee cast,23,2011,58Q3bM45iawA7RaPJY5c3S,Glee The 3D Concert Movie (Motion Picture Soundtrack),20,239266,False,0.511,0.939,11,-6.039,0,0.0943,0.000163,0.0105,0.949,0.176,123.997,4,club
born this way,lady gaga,7,2017,69C7u1nZcyZmuZXNNF5U9C,Beginner Ride (Mixtape Vol. 1),0,260413,False,0.586,0.835,11,-5.117,1,0.146,0.00387,0.0,0.304,0.492,123.936,4,dance
boss bitch,doja cat,42,2020,3stdy0xXNOgwFAB94FzVSj,New Pop Icons,0,134239,False,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.203,0.575,125.993,4,dance
boston,augustana,41,2007,2WZyfujzMweFLnozyUJBkW,All The Stars and Boulevards,63,245933,False,0.404,0.571,0,-5.069,1,0.0303,0.182,2.08e-05,0.129,0.29,147.01,4,acoustic
boulevard of broken dreams,green day,29,2023,5GorCbAP4aL0EJ16frG2hd,Greatest Hits: God's Favorite Band,77,262333,True,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,4,punk
brave,sara bareilles,38,2014,6Uy6K3KdmUdAfelUp0SeXn,The Blessed Unrest,70,220573,False,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,4,acoustic
break my heart,dua lipa,48,2020,017PF4Q3l4DBUiWoXk4OWT,Future Nostalgia,78,221820,False,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,dance
breathe (2 am),anna nalick,45,2006,5auMzVHFr5Zfw6IbKarZ56,Wreck of the Day,65,279826,False,0.386,0.452,2,-7.715,1,0.0278,0.417,0.0,0.0881,0.287,169.837,3,acoustic
bright,echosmith,46,2015,3FfdQzQl0oNwgqja5Ef4vH,Coffee Moment,0,220626,False,0.646,0.431,6,-8.517,1,0.0262,0.637,6.99e-06,0.113,0.292,90.034,4,indie-pop
broken,lifehouse,38,2009,5f6cTFoUenDiCJDGecYiuB,Who We Are,57,286480,False,0.534,0.708,11,-5.732,1,0.0402,0.089,0.0,0.192,0.488,130.639,4,grunge
broken,lovelytheband,45,2019,6XcfKZvJio9Z0fQy11GnNX,finding it hard to smile,70,204878,False,0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,4,alt-rock
brooklyn baby,lana del rey,42,2014,3PWYDDiIbO4gTPArrAtir0,Frühstücksmusik Herbst/Winter 2022/2023,0,351640,True,0.378,0.664,1,-6.698,1,0.0407,0.542,0.00397,0.11,0.0941,106.316,4,pop
budapest,george ezra,47,2015,2ixsaeFioXJmMgkkbd4uj1,Wanted on Voyage (Expanded Edition),79,200733,False,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,4,folk
build a bitch,bella poarch,47,2021,7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,76,122772,True,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4,alternative
build me up buttercup,the foundations,34,2023,1tfZtA15BfJHQTUy3dqTKC,Baby Now That I've Found You,32,180133,False,0.64,0.664,0,-4.73,1,0.0289,0.196,0.0,0.31,0.879,134.002,4,r-n-b
bulletproof,godsmack,24,2018,22GEETI4LXhhePCO71PyEv,When Legends Rise,59,177048,False,0.362,0.915,5,-3.244,0,0.181,0.000181,0.0,0.166,0.603,162.226,4,grunge
bulletproof,la roux,44,2010,3kMrazSvILsgcwtidZd1Qd,La Roux,71,205733,False,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,4,synth-pop
burn,ellie goulding,41,2014,2GgxS8bUT5G25QJTsfSv0R,Halcyon Days,71,231211,False,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,4,edm
burn it down,linkin park,44,2012,7oVEtyuv9NBmnytsCIsY5I,LIVING THINGS,75,230253,False,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,4,alternative
bury a friend,billie eilish,40,2019,6ZRF2oj59pKnVYjHcvN2Pa,Halloween Songs | Witches Hour,5,193143,False,0.887,0.388,8,-14.505,1,0.349,0.739,0.143,0.106,0.205,120.035,4,electro
butter,bts,47,2022,6jjYDGxVJsWS0a5wlVF5vS,Proof,83,164952,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,4,k-pop
buy me a boat,chris janson,49,2015,1SdJjeWaSdVr1Nrcs0WT0R,Single Saturday Night - Country Songs,0,179077,False,0.574,0.742,2,-6.663,1,0.0513,0.309,0.0,0.11,0.69,154.042,4,country
california dreamin',the mamas & the papas,26,2021,1ZEOIhSn6BKErV59bIgn76,All The Leaves Are Brown The Golden Era Collection,69,160373,False,0.548,0.728,1,-6.631,0,0.0367,0.424,0.0,0.0525,0.649,112.332,4,folk
